userName,neg,neu,pos,compound,userImage_x,content_x,score_x,thumbsUpCount_x,reviewCreatedVersion_x,at_x,replyContent_x,repliedAt_x,appVersion_x,bert_star,bert_confidence,userImage_y,content_y,score_y,thumbsUpCount_y,reviewCreatedVersion_y,at_y,replyContent_y,repliedAt_y,appVersion_y,bert_3,vader_3,vader_star,diff
User_2746,0.0,1.0,0.0,0.0,,Highest traffic changes has taken,1,0,4.554.10001,2024-12-12 21:27:49,,,4.554.10001,5.0,0.49503836035728455,,Highest traffic changes has taken,1,0,4.554.10001,2024-12-12 21:27:49,,,4.554.10001,pos,neu,3,4.0
User_2747,0.119,0.821,0.059,-0.4717,,They charge 26 pound if they cancel the booking and it not even you they ternd up my mum a part time weal chaire user and the wealchair fits in car boots and my mum had a dog taxi booked as she taking her dog up as my nefue was being rushed to hospital in skegness and they ternd up and just said no yet it was pet selected and then when and charged my mum 26 pound yet they cancelled it beyond the joke don't recommend please use kingdom cars there amazing,1,0,4.555.10003,2024-12-12 21:26:46,,,4.555.10003,1.0,0.7952016592025757,,They charge 26 pound if they cancel the booking and it not even you they ternd up my mum a part time weal chaire user and the wealchair fits in car boots and my mum had a dog taxi booked as she taking her dog up as my nefue was being rushed to hospital in skegness and they ternd up and just said no yet it was pet selected and then when and charged my mum 26 pound yet they cancelled it beyond the joke don't recommend please use kingdom cars there amazing,1,0,4.555.10003,2024-12-12 21:26:46,,,4.555.10003,neg,neg,1,0.0
User_2748,0.0,0.476,0.524,0.6715,,Enjoying ride without any doubt in mind,5,0,4.555.10003,2024-12-12 21:26:41,,,4.555.10003,4.0,0.5328986644744873,,Enjoying ride without any doubt in mind,5,0,4.555.10003,2024-12-12 21:26:41,,,4.555.10003,pos,pos,3,1.0
User_2749,0.0,0.256,0.744,0.4404,,Good Service,5,0,4.555.10003,2024-12-12 21:26:17,,,4.555.10003,4.0,0.48900556564331055,,Good Service,5,0,4.555.10003,2024-12-12 21:26:17,,,4.555.10003,pos,pos,3,1.0
User_2750,0.0,1.0,0.0,0.0,,Sudenly price increse ur app😔😔,1,0,,2024-12-12 21:24:43,,,,5.0,0.3480749726295471,,Sudenly price increse ur app😔😔,1,0,,2024-12-12 21:24:43,,,,pos,neu,3,4.0
User_2751,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 21:22:52,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 21:22:52,,,4.555.10003,pos,pos,3,1.0
User_2752,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 21:21:31,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 21:21:31,,,4.555.10003,pos,pos,3,1.0
User_2753,0.0,0.582,0.418,0.5551,,Very satisfy with the trip/s taken!,4,0,4.556.10005,2024-12-12 21:18:16,,,4.556.10005,5.0,0.6603065133094788,,Very satisfy with the trip/s taken!,4,0,4.556.10005,2024-12-12 21:18:16,,,4.556.10005,pos,pos,3,1.0
User_2754,0.0,0.196,0.804,0.6249,,Great experience,5,0,4.555.10003,2024-12-12 21:17:27,,,4.555.10003,5.0,0.7056822776794434,,Great experience,5,0,4.555.10003,2024-12-12 21:17:27,,,4.555.10003,pos,pos,3,0.0
User_2755,0.0,0.654,0.346,0.4902,,Uber is better than rapido more options,5,0,,2024-12-12 21:16:20,,,,5.0,0.3346098065376282,,Uber is better than rapido more options,5,0,,2024-12-12 21:16:20,,,,pos,pos,3,0.0
User_2756,0.0,0.256,0.744,0.4404,,Good service,5,0,4.555.10003,2024-12-12 21:13:45,,,4.555.10003,4.0,0.48900556564331055,,Good service,5,0,4.555.10003,2024-12-12 21:13:45,,,4.555.10003,pos,pos,3,1.0
User_2757,0.0,0.0,1.0,0.5719,,Excellent,5,0,4.556.10005,2024-12-12 21:12:03,,,4.556.10005,5.0,0.8669127821922302,,Excellent,5,0,4.556.10005,2024-12-12 21:12:03,,,4.556.10005,pos,pos,3,0.0
User_2758,0.0,0.263,0.737,0.4215,,Nice ride,5,0,4.554.10001,2024-12-12 21:10:25,,,4.554.10001,4.0,0.4509088397026062,,Nice ride,5,0,4.554.10001,2024-12-12 21:10:25,,,4.554.10001,pos,pos,3,1.0
User_2759,0.0,1.0,0.0,0.0,,Sometime the app take to long time to update,3,0,4.553.10000,2024-12-12 21:09:45,,,4.553.10000,3.0,0.4002276659011841,,Sometime the app take to long time to update,3,0,4.553.10000,2024-12-12 21:09:45,,,4.553.10000,neu,neu,3,0.0
User_2760,0.0,0.615,0.385,0.3612,,Like this app very much,5,0,4.555.10003,2024-12-12 21:07:55,,,4.555.10003,5.0,0.6658189296722412,,Like this app very much,5,0,4.555.10003,2024-12-12 21:07:55,,,4.555.10003,pos,pos,3,0.0
User_2761,0.0,0.408,0.592,0.4404,,Good and fast,4,0,4.543.10001,2024-12-12 21:07:37,,,4.543.10001,5.0,0.4641251862049103,,Good and fast,4,0,4.543.10001,2024-12-12 21:07:37,,,4.543.10001,pos,pos,3,1.0
User_2762,0.558,0.442,0.0,-0.5849,,Edited: Very Bad service,1,0,4.555.10003,2024-12-12 21:05:45,,,4.555.10003,1.0,0.7674555778503418,,Edited: Very Bad service,1,0,4.555.10003,2024-12-12 21:05:45,,,4.555.10003,neg,neg,1,0.0
User_2763,0.0,0.256,0.744,0.4404,,Good Service,5,0,4.556.10005,2024-12-12 21:03:39,,,4.556.10005,4.0,0.48900556564331055,,Good Service,5,0,4.556.10005,2024-12-12 21:03:39,,,4.556.10005,pos,pos,3,1.0
User_2764,0.0,0.141,0.859,0.7264,,Good very good,5,0,,2024-12-12 21:02:58,,,,4.0,0.5142361521720886,,Good very good,5,0,,2024-12-12 21:02:58,,,,pos,pos,3,1.0
User_2765,0.0,0.312,0.688,0.765,,Perfect timing and good behaviour,5,0,4.556.10005,2024-12-12 20:59:45,,,4.556.10005,5.0,0.7123235464096069,,Perfect timing and good behaviour,5,0,4.556.10005,2024-12-12 20:59:45,,,4.556.10005,pos,pos,3,0.0
User_2766,0.0,0.556,0.444,0.4939,,I enjoy my rides every morning.,5,0,4.555.10003,2024-12-12 20:57:15,,,4.555.10003,5.0,0.6650147438049316,,I enjoy my rides every morning.,5,0,4.555.10003,2024-12-12 20:57:15,,,4.555.10003,pos,pos,3,0.0
User_2767,0.162,0.838,0.0,-0.5965,,Uber started cheating customers with extra fares after completion of ride and we don't have any proper customer service to contact,1,0,4.555.10003,2024-12-12 20:56:46,,,4.555.10003,1.0,0.6333675384521484,,Uber started cheating customers with extra fares after completion of ride and we don't have any proper customer service to contact,1,0,4.555.10003,2024-12-12 20:56:46,,,4.555.10003,neg,neg,1,0.0
User_2768,0.0,0.891,0.109,0.2382,,It is good 👍 but sometimes it doesn't book after several tries you will finally get the ride.,4,0,,2024-12-12 20:54:52,,,,3.0,0.6420570015907288,,It is good 👍 but sometimes it doesn't book after several tries you will finally get the ride.,4,0,,2024-12-12 20:54:52,,,,neu,pos,3,1.0
User_2769,0.304,0.561,0.135,-0.81,,"Uber used to be good , but now it's giving bad service, can't even find location correctly, take charges for driver cancellation, also their driver are Rude",1,0,4.555.10003,2024-12-12 20:53:21,,,4.555.10003,1.0,0.6184123754501343,,"Uber used to be good , but now it's giving bad service, can't even find location correctly, take charges for driver cancellation, also their driver are Rude",1,0,4.555.10003,2024-12-12 20:53:21,,,4.555.10003,neg,neg,1,0.0
User_2770,0.265,0.306,0.428,0.2799,,Very careful in miserable traffic. Excellent driver.,5,0,4.551.10000,2024-12-12 20:52:59,,,4.551.10000,5.0,0.7976698279380798,,Very careful in miserable traffic. Excellent driver.,5,0,4.551.10000,2024-12-12 20:52:59,,,4.551.10000,pos,pos,3,0.0
User_2771,0.0,0.251,0.749,0.7159,,Very useful thank Uber,5,0,4.555.10003,2024-12-12 20:50:15,,,4.555.10003,5.0,0.6363354325294495,,Very useful thank Uber,5,0,4.555.10003,2024-12-12 20:50:15,,,4.555.10003,pos,pos,3,0.0
User_2772,0.137,0.793,0.07,-0.3672,,"In Türkiye, Uber does not work efficiently, due to taxi drivers. But if there is a problem, at least you can give feedback about your issue and wait for your issue to be solved.",4,0,4.555.10003,2024-12-12 20:48:18,,,4.555.10003,3.0,0.38867518305778503,,"In Türkiye, Uber does not work efficiently, due to taxi drivers. But if there is a problem, at least you can give feedback about your issue and wait for your issue to be solved.",4,0,4.555.10003,2024-12-12 20:48:18,,,4.555.10003,neu,neg,1,1.0
User_2773,0.0,0.238,0.762,0.4927,,Very good,5,0,4.555.10003,2024-12-12 20:42:53,,,4.555.10003,5.0,0.5479443073272705,,Very good,5,0,4.555.10003,2024-12-12 20:42:53,,,4.555.10003,pos,pos,3,0.0
User_2774,0.0,0.0,1.0,0.6249,,Awesome,5,0,4.555.10003,2024-12-12 20:41:49,,,4.555.10003,5.0,0.8306540846824646,,Awesome,5,0,4.555.10003,2024-12-12 20:41:49,,,4.555.10003,pos,pos,3,0.0
User_2775,0.0,1.0,0.0,0.0,,Excelente experiencia,5,0,4.556.10005,2024-12-12 20:36:16,,,4.556.10005,5.0,0.745943009853363,,Excelente experiencia,5,0,4.556.10005,2024-12-12 20:36:16,,,4.556.10005,pos,neu,3,0.0
User_2776,0.0,0.238,0.762,0.4927,,Very good,5,0,4.555.10003,2024-12-12 20:36:15,,,4.555.10003,5.0,0.5479443073272705,,Very good,5,0,4.555.10003,2024-12-12 20:36:15,,,4.555.10003,pos,pos,3,0.0
User_2777,0.0,1.0,0.0,0.0,,Always on time anytime of the day or night,5,0,4.555.10003,2024-12-12 20:33:15,,,4.555.10003,5.0,0.5753182172775269,,Always on time anytime of the day or night,5,0,4.555.10003,2024-12-12 20:33:15,,,4.555.10003,pos,neu,3,0.0
User_2778,0.0,0.0,1.0,0.6249,,Great,5,0,4.555.10003,2024-12-12 20:32:28,,,4.555.10003,5.0,0.741083025932312,,Great,5,0,4.555.10003,2024-12-12 20:32:28,,,4.555.10003,pos,pos,3,0.0
User_2779,0.0,0.0,1.0,0.4215,,Nice,5,0,4.555.10003,2024-12-12 20:30:03,,,4.555.10003,4.0,0.4368409216403961,,Nice,5,0,4.555.10003,2024-12-12 20:30:03,,,4.555.10003,pos,pos,3,1.0
User_2780,0.0,0.141,0.859,0.7269,,Pretty useful ❤️❤️,5,0,4.555.10003,2024-12-12 20:25:07,,,4.555.10003,4.0,0.5601829290390015,,Pretty useful ❤️❤️,5,0,4.555.10003,2024-12-12 20:25:07,,,4.555.10003,pos,pos,3,1.0
User_2781,0.0,1.0,0.0,0.0,,Compare th,5,0,4.555.10003,2024-12-12 20:20:08,,,4.555.10003,3.0,0.2522636950016022,,Compare th,5,0,4.555.10003,2024-12-12 20:20:08,,,4.555.10003,neu,neu,3,2.0
User_2782,0.0,1.0,0.0,0.0,,"Inaccurate fares. When I ordered a car for the following day the price was 80. When the trip was completed the next day, the price was 122. NEVER USING UBER AGAIN!!!",1,0,4.555.10003,2024-12-12 20:17:07,,,4.555.10003,1.0,0.7679136395454407,,"Inaccurate fares. When I ordered a car for the following day the price was 80. When the trip was completed the next day, the price was 122. NEVER USING UBER AGAIN!!!",1,0,4.555.10003,2024-12-12 20:17:07,,,4.555.10003,neg,neu,3,0.0
User_2783,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 20:09:44,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 20:09:44,,,4.555.10003,pos,pos,3,1.0
User_2784,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 20:04:05,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 20:04:05,,,4.555.10003,pos,pos,3,1.0
User_2785,0.0,1.0,0.0,0.0,,Second to non,5,0,4.555.10003,2024-12-12 20:01:56,,,4.555.10003,2.0,0.3856185972690582,,Second to non,5,0,4.555.10003,2024-12-12 20:01:56,,,4.555.10003,neg,neu,3,3.0
User_2786,0.0,0.256,0.744,0.4404,,Good service,5,0,4.555.10003,2024-12-12 19:55:25,,,4.555.10003,4.0,0.48900556564331055,,Good service,5,0,4.555.10003,2024-12-12 19:55:25,,,4.555.10003,pos,pos,3,1.0
User_2787,0.423,0.0,0.577,0.2732,,Awesome rude,5,0,4.556.10005,2024-12-12 19:54:05,,,4.556.10005,5.0,0.7649508118629456,,Awesome rude,5,0,4.556.10005,2024-12-12 19:54:05,,,4.556.10005,pos,pos,3,0.0
User_2788,0.0,0.664,0.336,0.7964,,Don't drink and drive - Request a ride Loving Uber One because of the money I get to save.,5,0,4.555.10003,2024-12-12 19:52:31,,,4.555.10003,1.0,0.7243790030479431,,Don't drink and drive - Request a ride Loving Uber One because of the money I get to save.,5,0,4.555.10003,2024-12-12 19:52:31,,,4.555.10003,neg,pos,3,4.0
User_2789,0.0,0.192,0.808,0.6369,,Best one,5,0,4.553.10000,2024-12-12 19:52:11,,,4.553.10000,5.0,0.8471046686172485,,Best one,5,0,4.553.10000,2024-12-12 19:52:11,,,4.553.10000,pos,pos,3,0.0
User_2790,0.0,1.0,0.0,0.0,,Bilkul bakwaas app gai amount batata kuch aur hai last me aata kuch aur hai,4,0,4.555.10003,2024-12-12 19:49:19,,,4.555.10003,1.0,0.341070294380188,,Bilkul bakwaas app gai amount batata kuch aur hai last me aata kuch aur hai,4,0,4.555.10003,2024-12-12 19:49:19,,,4.555.10003,neg,neu,3,3.0
User_2791,0.231,0.769,0.0,-0.2732,,"Really soo fast and accurate pick-up, drop .🥰🥰",5,0,,2024-12-12 19:49:13,,,,5.0,0.6438174247741699,,"Really soo fast and accurate pick-up, drop .🥰🥰",5,0,,2024-12-12 19:49:13,,,,pos,neg,1,0.0
User_2792,0.24,0.76,0.0,-0.5849,,"Very bad experience ,it doesn't even get you a cab most of the time",1,0,,2024-12-12 19:49:13,,,,1.0,0.8126839995384216,,"Very bad experience ,it doesn't even get you a cab most of the time",1,0,,2024-12-12 19:49:13,,,,neg,neg,1,0.0
User_2793,0.172,0.752,0.076,-0.8776,,"When all goes smoothly it's fine enough, but the app can leave you high and dry late on the streets by deceptively indicating availability and taking bookings, when, in fact, no driver has been secured, or even worse suggesting one is coming so you to wait, but then drops the booking after some time. Also has really distracting ads / promotional slider right at the point that you are trying to get important booking info which is a total accessibility fail.",1,11,4.555.10003,2024-12-12 19:47:15,,,4.555.10003,3.0,0.5161038637161255,,"When all goes smoothly it's fine enough, but the app can leave you high and dry late on the streets by deceptively indicating availability and taking bookings, when, in fact, no driver has been secured, or even worse suggesting one is coming so you to wait, but then drops the booking after some time. Also has really distracting ads / promotional slider right at the point that you are trying to get important booking info which is a total accessibility fail.",1,11,4.555.10003,2024-12-12 19:47:15,,,4.555.10003,neu,neg,1,2.0
User_2794,0.655,0.345,0.0,-0.5849,,Very bad experience 😕,1,0,,2024-12-12 19:39:44,,,,1.0,0.843990683555603,,Very bad experience 😕,1,0,,2024-12-12 19:39:44,,,,neg,neg,1,0.0
User_2795,0.0,1.0,0.0,0.0,,Fastest and smooth,5,0,4.555.10003,2024-12-12 19:38:25,,,4.555.10003,5.0,0.8492854237556458,,Fastest and smooth,5,0,4.555.10003,2024-12-12 19:38:25,,,4.555.10003,pos,neu,3,0.0
User_2796,0.26,0.334,0.406,0.468,,Works very well. No problems and happy with the new security features.,5,0,4.555.10003,2024-12-12 19:36:12,,,4.555.10003,5.0,0.7551425099372864,,Works very well. No problems and happy with the new security features.,5,0,4.555.10003,2024-12-12 19:36:12,,,4.555.10003,pos,pos,3,0.0
User_2797,0.0,1.0,0.0,0.0,,Very convenient,5,0,4.543.10001,2024-12-12 19:30:23,,,4.543.10001,5.0,0.6274972558021545,,Very convenient,5,0,4.543.10001,2024-12-12 19:30:23,,,4.543.10001,pos,neu,3,0.0
User_2798,0.0,1.0,0.0,0.0,,Charging ₹54 for 0.5 km,1,0,4.554.10001,2024-12-12 19:29:12,,,4.554.10001,1.0,0.4856914281845093,,Charging ₹54 for 0.5 km,1,0,4.554.10001,2024-12-12 19:29:12,,,4.554.10001,neg,neu,3,0.0
User_2799,0.0,0.0,1.0,0.4939,,peaceful,5,0,4.555.10003,2024-12-12 19:26:54,,,4.555.10003,5.0,0.46969079971313477,,peaceful,5,0,4.555.10003,2024-12-12 19:26:54,,,4.555.10003,pos,pos,3,0.0
User_2800,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 19:24:33,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 19:24:33,,,4.555.10003,pos,pos,3,1.0
User_2801,0.0,1.0,0.0,0.0,,Waiting. ......,1,0,,2024-12-12 19:21:12,,,,1.0,0.2710011899471283,,Waiting. ......,1,0,,2024-12-12 19:21:12,,,,neg,neu,3,0.0
User_2802,0.0,0.349,0.651,0.6794,,Very nice and very supportive,5,0,4.556.10005,2024-12-12 19:15:32,,,4.556.10005,5.0,0.7184372544288635,,Very nice and very supportive,5,0,4.556.10005,2024-12-12 19:15:32,,,4.556.10005,pos,pos,3,0.0
User_2803,0.118,0.882,0.0,-0.6711,,Service very bad. I wil booking a cab from njp but the cab not coming. I wait 15 minutes for the cab but the cab not came. Second time the drive said me need extra money. Its not good experience for me. I will delete the app.,1,0,,2024-12-12 19:15:07,,,,1.0,0.7754886150360107,,Service very bad. I wil booking a cab from njp but the cab not coming. I wait 15 minutes for the cab but the cab not came. Second time the drive said me need extra money. Its not good experience for me. I will delete the app.,1,0,,2024-12-12 19:15:07,,,,neg,neg,1,0.0
User_2804,0.039,0.474,0.487,0.952,,"Very friendly driver, and the car was so clean and comfortable, and the music was perfect for my nerves in traffic. Enjoyable ride!",5,0,4.547.10001,2024-12-12 19:12:40,,,4.547.10001,5.0,0.712647020816803,,"Very friendly driver, and the car was so clean and comfortable, and the music was perfect for my nerves in traffic. Enjoyable ride!",5,0,4.547.10001,2024-12-12 19:12:40,,,4.547.10001,pos,pos,3,0.0
User_2805,0.0,0.256,0.744,0.4404,,Good behaviour,5,0,4.555.10003,2024-12-12 19:12:40,,,4.555.10003,4.0,0.4142675995826721,,Good behaviour,5,0,4.555.10003,2024-12-12 19:12:40,,,4.555.10003,pos,pos,3,1.0
User_2806,0.0,0.0,1.0,0.5719,,Wonderful,5,0,4.555.10003,2024-12-12 19:12:19,,,4.555.10003,5.0,0.7840516567230225,,Wonderful,5,0,4.555.10003,2024-12-12 19:12:19,,,4.555.10003,pos,pos,3,0.0
User_2807,0.0,0.374,0.626,0.7707,,Easy to use and customer friendly!!,5,0,4.555.10003,2024-12-12 19:08:57,,,4.555.10003,5.0,0.6192559003829956,,Easy to use and customer friendly!!,5,0,4.555.10003,2024-12-12 19:08:57,,,4.555.10003,pos,pos,3,0.0
User_2808,0.0,0.0,1.0,0.5719,,Excellent,5,0,4.556.10005,2024-12-12 19:00:49,,,4.556.10005,5.0,0.8669127821922302,,Excellent,5,0,4.556.10005,2024-12-12 19:00:49,,,4.556.10005,pos,pos,3,0.0
User_2809,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 18:59:07,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 18:59:07,,,4.555.10003,pos,pos,3,1.0
User_2810,0.0,0.328,0.672,0.6249,,This is awesome 😎,5,0,,2024-12-12 18:57:58,,,,5.0,0.8626917004585266,,This is awesome 😎,5,0,,2024-12-12 18:57:58,,,,pos,pos,3,0.0
User_2811,0.0,0.408,0.592,0.4404,,Simple easy fast,5,0,4.555.10003,2024-12-12 18:53:00,,,4.555.10003,5.0,0.40600040555000305,,Simple easy fast,5,0,4.555.10003,2024-12-12 18:53:00,,,4.555.10003,pos,pos,3,0.0
User_2812,0.11,0.612,0.279,0.7775,,The drive in this uber black was amazing. The driver made me feel calm and relaxed even though I was not feeling good about my Jhb trip.,5,0,4.556.10005,2024-12-12 18:50:51,,,4.556.10005,5.0,0.46001768112182617,,The drive in this uber black was amazing. The driver made me feel calm and relaxed even though I was not feeling good about my Jhb trip.,5,0,4.556.10005,2024-12-12 18:50:51,,,4.556.10005,pos,pos,3,0.0
User_2813,0.0,0.407,0.593,0.8074,,Love it . It is effective and quick,5,0,4.538.10000,2024-12-12 18:44:57,,,4.538.10000,5.0,0.787756085395813,,Love it . It is effective and quick,5,0,4.538.10000,2024-12-12 18:44:57,,,4.538.10000,pos,pos,3,0.0
User_2814,0.0,0.204,0.796,0.5994,,Super fast,5,0,4.555.10003,2024-12-12 18:44:15,,,4.555.10003,5.0,0.743131160736084,,Super fast,5,0,4.555.10003,2024-12-12 18:44:15,,,4.555.10003,pos,pos,3,0.0
User_2815,0.0,0.595,0.405,0.6219,,User friendly and instant responder! Simply Great!!.,5,0,4.555.10003,2024-12-12 18:43:52,,,4.555.10003,5.0,0.9133025407791138,,User friendly and instant responder! Simply Great!!.,5,0,4.555.10003,2024-12-12 18:43:52,,,4.555.10003,pos,pos,3,0.0
User_2816,0.241,0.682,0.077,-0.6974,,"Dissatisfied Uber rider, following complicity with drivers running the meter following designated destinations. Very poor, and automated responses from support. Do not provide credit card details for payments!",1,0,4.556.10005,2024-12-12 18:41:56,,,4.556.10005,1.0,0.8024953007698059,,"Dissatisfied Uber rider, following complicity with drivers running the meter following designated destinations. Very poor, and automated responses from support. Do not provide credit card details for payments!",1,0,4.556.10005,2024-12-12 18:41:56,,,4.556.10005,neg,neg,1,0.0
User_2817,0.0,0.192,0.808,0.6369,,Love it,5,0,4.556.10005,2024-12-12 18:41:24,,,4.556.10005,5.0,0.8348286747932434,,Love it,5,0,4.556.10005,2024-12-12 18:41:24,,,4.556.10005,pos,pos,3,0.0
User_2818,0.0,0.714,0.286,0.34,,Amazing but the cash was too much,4,0,4.555.10003,2024-12-12 18:38:42,,,4.555.10003,3.0,0.37951770424842834,,Amazing but the cash was too much,4,0,4.555.10003,2024-12-12 18:38:42,,,4.555.10003,neu,pos,3,1.0
User_2819,0.14,0.86,0.0,-0.743,,The drivers go to the wrong place on an wait till they can charge you for doing nothing. they will go way out of way for no other reason then to get you to cancel so they can get the fee for nothing it happened to me a lot.,4,42,4.404.10002,2024-12-12 18:35:35,"Hi Robert , we're extremely sorry to hear about your concern regarding your recent experience.
This is certainly something we'd want to deep dive into. For us to be able to resolve your recent interaction with us, fill in your details here: https://bit.ly/343HNsE. We shall get back to you at the earliest.",2022-01-17 10:39:55,4.404.10002,1.0,0.6460471153259277,,The drivers go to the wrong place on an wait till they can charge you for doing nothing. they will go way out of way for no other reason then to get you to cancel so they can get the fee for nothing it happened to me a lot.,4,42,4.404.10002,2024-12-12 18:35:35,"Hi Robert , we're extremely sorry to hear about your concern regarding your recent experience.
This is certainly something we'd want to deep dive into. For us to be able to resolve your recent interaction with us, fill in your details here: https://bit.ly/343HNsE. We shall get back to you at the earliest.",2022-01-17 10:39:55,4.404.10002,neg,neg,1,3.0
User_2820,0.149,0.82,0.031,-0.8531,,"I had to cancel rides twice in a row because every driver goes to make a stop previous. And I'm still waiting 25!!!!!!! minutes later. You shouldn't allow drivers to take 2 rides at a same time. Besides, many times these drivers are local cab service that either try to cancel your ride and charge you cash or b!tch the whole ride about how Uber takes their jobs... while working with Uber and trying to turn it into their sh!tty service. PLEASE RATE LOW ON THIS, Uber is turning into a mess.",1,0,4.533.10001,2024-12-12 18:33:17,,,4.533.10001,1.0,0.6979176998138428,,"I had to cancel rides twice in a row because every driver goes to make a stop previous. And I'm still waiting 25!!!!!!! minutes later. You shouldn't allow drivers to take 2 rides at a same time. Besides, many times these drivers are local cab service that either try to cancel your ride and charge you cash or b!tch the whole ride about how Uber takes their jobs... while working with Uber and trying to turn it into their sh!tty service. PLEASE RATE LOW ON THIS, Uber is turning into a mess.",1,0,4.533.10001,2024-12-12 18:33:17,,,4.533.10001,neg,neg,1,0.0
User_2821,0.172,0.803,0.025,-0.7496,,"Very hard to change the trip and they will charge us more if we change, it's very complicated and the drivers forcing us to cancel the order it's really bad comparing with past. for which level this company reach",1,1,4.555.10003,2024-12-12 18:32:26,,,4.555.10003,2.0,0.5690301060676575,,"Very hard to change the trip and they will charge us more if we change, it's very complicated and the drivers forcing us to cancel the order it's really bad comparing with past. for which level this company reach",1,1,4.555.10003,2024-12-12 18:32:26,,,4.555.10003,neg,neg,1,1.0
User_2822,0.0,0.0,1.0,0.4404,,Good,5,0,4.555.10003,2024-12-12 18:25:39,,,4.555.10003,4.0,0.49696317315101624,,Good,5,0,4.555.10003,2024-12-12 18:25:39,,,4.555.10003,pos,pos,3,1.0
User_2823,0.123,0.807,0.07,-0.3077,,"🤔I, DO NOT RECOMMEND IS MY REVIEW THIS IS FINAL DUE TO THE TREATMENT RECIEVED- - 😒buBer IS A JOKE 🤡😆‼️‼️CHARGED ME OVER $35 FOR CANCELLING TRIPS ‼️‼️ OVERCHARGED, ME FOR 2 MINUTE TRIPS‼️ APP. CLOSED MORE THAN 20×'S NON~STOP‼️‼️UNACCEPTABLE‼️",1,0,,2024-12-12 18:23:10,,,,1.0,0.9223837852478027,,"🤔I, DO NOT RECOMMEND IS MY REVIEW THIS IS FINAL DUE TO THE TREATMENT RECIEVED- - 😒buBer IS A JOKE 🤡😆‼️‼️CHARGED ME OVER $35 FOR CANCELLING TRIPS ‼️‼️ OVERCHARGED, ME FOR 2 MINUTE TRIPS‼️ APP. CLOSED MORE THAN 20×'S NON~STOP‼️‼️UNACCEPTABLE‼️",1,0,,2024-12-12 18:23:10,,,,neg,neg,1,0.0
User_2824,0.267,0.733,0.0,-0.2924,,Can't add credit card as payment option,1,0,4.555.10003,2024-12-12 18:20:39,,,4.555.10003,1.0,0.37393665313720703,,Can't add credit card as payment option,1,0,4.555.10003,2024-12-12 18:20:39,,,4.555.10003,neg,neg,1,0.0
User_2825,0.25,0.676,0.074,-0.853,,The fact that Uber does NOT deliver customer support is pathetic. Sure you can query via the help option. But you system is broken since useless employees throw you from mailer to mailer and take ages to respond.,1,0,,2024-12-12 18:17:07,,,,1.0,0.6844151616096497,,The fact that Uber does NOT deliver customer support is pathetic. Sure you can query via the help option. But you system is broken since useless employees throw you from mailer to mailer and take ages to respond.,1,0,,2024-12-12 18:17:07,,,,neg,neg,1,0.0
User_2826,0.0,0.385,0.615,0.4927,,Very good journey,5,0,4.556.10005,2024-12-12 18:13:47,,,4.556.10005,5.0,0.5200785994529724,,Very good journey,5,0,4.556.10005,2024-12-12 18:13:47,,,4.556.10005,pos,pos,3,0.0
User_2827,0.0,0.0,1.0,0.4404,,Good,5,0,4.556.10005,2024-12-12 18:12:22,,,4.556.10005,4.0,0.49696317315101624,,Good,5,0,4.556.10005,2024-12-12 18:12:22,,,4.556.10005,pos,pos,3,1.0
User_2828,0.0,0.0,1.0,0.4404,,Good,5,0,4.554.10001,2024-12-12 18:09:45,,,4.554.10001,4.0,0.49696317315101624,,Good,5,0,4.554.10001,2024-12-12 18:09:45,,,4.554.10001,pos,pos,3,1.0
User_2829,0.255,0.745,0.0,-0.6249,,If rain falls for 250 charge he is charging 1000 plus worst app,1,0,4.553.10000,2024-12-12 18:06:24,,,4.553.10000,1.0,0.75762939453125,,If rain falls for 250 charge he is charging 1000 plus worst app,1,0,4.553.10000,2024-12-12 18:06:24,,,4.553.10000,neg,neg,1,0.0
User_2830,0.0,1.0,0.0,0.0,,Pricing algorithm is nonesense,1,0,,2024-12-12 18:06:14,,,,1.0,0.43319568037986755,,Pricing algorithm is nonesense,1,0,,2024-12-12 18:06:14,,,,neg,neu,3,0.0
User_2831,0.0,0.0,1.0,0.4404,,Good,5,0,4.556.10005,2024-12-12 17:56:41,,,4.556.10005,4.0,0.49696317315101624,,Good,5,0,4.556.10005,2024-12-12 17:56:41,,,4.556.10005,pos,pos,3,1.0
